CustomerFirstName,CustomerLastName,CustomerUserName,CustomerPassword,UserTimeInserted,CustomerAddress,CustomerDeliveryAddress,CustomerEmail,CustomerPhone,CustomerConfirmationCode,EmployeeCode,EmployeeFirstName,EmployeeLastName,CityName,CityPostalCode,UnitName,UnitShort,CatalogStatusName
Christopher,Jose,omckee,<<8b*5@y387f,2009-09-13,2023-04-14 00:36:16,67364 Ball Union Suite 900,19453 Martin Well Suite 394,xporter@example.com,+1-236-610-6466x1171,QL4365XN,g2b3b09565a457b964cb,Megan,Carney,Port Jessicamouth,30939,kilogram,kg,2023-04-14 00:36:18,2023-04-14 00:39:08
Autumn,Dunn,lisadavis,f144@6!y1*1f,1993-05-17,2023-04-14 00:37:14,5326 Turner Greens,271 Erickson Mall,wilkinsonsamuel@example.com,9622520104,U1JBDACX,15gbg5483b6f56113y82,Stacy,Russell,South Joshua,85274,liter,l,2023-04-14 00:33:57,2023-04-14 00:40:30
Bryan,Crawford,whitevanessa,cb<756c7a>2!,1999-06-30,2023-04-14 00:35:05,40389 Clay Street Suite 266,0880 Mccoy Summit,ashleylucas@example.com,367-664-6862,KCZ1TS70,ga84c9a71f1661cbb86b,Melissa,Reese,East Adamberg,05892,liter,l,2023-04-14 00:35:40,2023-04-14 00:41:12
Benjamin,Barnes,dalerichards,acc1?0609644,2003-07-14,2023-04-14 00:37:17,2822 Ryan Glen Suite 367,059 Thomas Valleys Suite 865,jstone@example.com,+1-731-299-4189x59234,IPT72IFV,2cy8y809559017g712fg,Amy,Hernandez,Lake Davidberg,76580,kilogram,kg,2023-04-14 00:33:05,2023-04-14 00:33:24
Michael,Mills,samanthaschultz,gcc<#c@2@*5#,1988-01-18,2023-04-14 00:34:19,602 Eric Stream,0312 Jones Harbors,kellysanchez@example.net,(283)338-1492,Q0P56ID2,0600y0a4c89f902b7000,Christopher,Cruz,Lindastad,06717,pound,lb,2023-04-14 00:33:24,2023-04-14 00:40:09
David,Gardner,jbrown,8#20888>8<47,1979-09-29,2023-04-14 00:38:54,7904 Joshua Village,064 Rebecca Heights,holly50@example.com,768.996.6458,MYNYPN3E,g77a38955fbc59g25759,Nancy,Rivera,Campbellburgh,62909,kilogram,kg,2023-04-14 00:33:03,2023-04-14 00:35:26
Raymond,Anderson,oconnoralexander,f2>a5y1g3bf<,1972-04-12,2023-04-14 00:36:41,54600 Green Forest Apt. 328,038 Sheri Ferry,wrightyolanda@example.org,+1-994-938-1237x739,35BT9CJT,33ay74g5g3aa5gygy096,Nicholas,Bates,Hernandezland,36397,kilogram,kg,2023-04-14 00:33:03,2023-04-14 00:33:21
Jose,Greene,mercermary,yb1?66a577a8,2004-04-13,2023-04-14 00:37:04,56710 Misty Haven Apt. 402,811 Paul Hill Suite 346,freemanmarcus@example.com,001-841-580-9214x841,VMMAENS4,f7gyca9215ya210b1b8f,Austin,Walsh,Adamsstad,44211,kilogram,kg,2023-04-14 00:33:18,2023-04-14 00:39:52
Jared,Evans,lorettahart,4<5a#g#>7202,1998-02-20,2023-04-14 00:39:23,6898 Donna Summit,794 Rivera Hill,trodriguez@example.org,+1-200-929-9096x8951,2Z24QR6O,afgaa66c0yagbfy7f523,Isaiah,Trujillo,New Joanne,54080,liter,l,2023-04-14 00:34:32,2023-04-14 00:33:58
Kelli,Palmer,colleenrandolph,b#by5<21g?<c,2008-11-09,2023-04-14 00:35:16,7518 Ronnie Curve,312 Cook Trace Apt. 204,louisbush@example.com,001-191-181-6491x119,N6BRBNFD,49417b5602a34f4864g3,Samantha,Robinson,Taylorberg,21926,ounce,oz,2023-04-14 00:34:20,2023-04-14 00:39:38
Patricia,Cochran,hgonzalez,281@59!>gbb*,1999-11-28,2023-04-14 00:40:42,89426 Cole Row,31384 Powers Park,thomasgoodwin@example.com,1455385788,3XYMEFHS,51a9y257a3780g67a1g2,Dr.,Ross,New Emily,54282,liter,l,2023-04-14 00:37:00,2023-04-14 00:33:23
Pamela,Weaver,murraybrandon,4bg*6>29@<>5,2011-12-22,2023-04-14 00:38:47,17421 Erin Points Apt. 671,9401 Perkins Underpass,vjacobs@example.com,3187085196,8GFS4GFM,1c2a2y341f7206714cb4,Kimberly,Kennedy,East Nicholas,51871,liter,l,2023-04-14 00:37:51,2023-04-14 00:38:12
Raymond,Chaney,bettyhammond,786?*99*8!7#,1973-08-03,2023-04-14 00:35:23,694 Stanley Extension Apt. 335,6649 Matthew Place,jessica26@example.net,001-258-799-6167,D5RFNVDK,6c3993316by8g94c14aa,David,Calhoun,West Shaneborough,82054,ounce,oz,2023-04-14 00:35:09,2023-04-14 00:39:24
Erica,Vargas,fnorton,y087#!<f@9y<,2009-11-28,2023-04-14 00:39:14,048 Daniel Corner,523 Laura Path,dudleykevin@example.net,001-697-069-3647,EKKVQ863,7a0g560c1g7963c0092y,Leah,Hughes,Lake Markborough,71523,ounce,oz,2023-04-14 00:36:10,2023-04-14 00:39:21
William,Flynn,aliciahayes,c<979f@?*5#4,2009-12-26,2023-04-14 00:39:12,099 Marcus Vista Suite 806,58683 Lewis Fork Suite 840,robertsonbrian@example.net,444.277.5718,DOSJAESR,3g445a5ca222a0a63a90,Lisa,Arnold,Lake Alex,45019,gram,g,2023-04-14 00:33:31,2023-04-14 00:40:03
Emily,Taylor,davidcisneros,c108#!!##fcy,2003-03-02,2023-04-14 00:36:21,797 Frank Street Apt. 522,5221 Castillo Cliffs,bennettjacob@example.com,186-456-9538,ANUSG2TP,01a8279a01gb72303756,Theresa,Olsen,Lake Johnfort,34433,liter,l,2023-04-14 00:37:23,2023-04-14 00:37:56
William,Turner,csmith,a0b>a!7>y7bf,1975-06-20,2023-04-14 00:38:17,9236 Laura Mews,7977 Johnson Common,anthony60@example.net,001-705-327-8836x0123,XTJMRVTW,2368y2a3g8334855y7ag,Christina,Pugh,Hammondview,79228,gram,g,2023-04-14 00:33:37,2023-04-14 00:40:49
Heather,Henson,bobbycruz,<fg>?#<*1g1b,2022-04-30,2023-04-14 00:37:49,493 Brenda Rue,7467 Christian Curve Apt. 007,willieparker@example.net,001-511-204-9090x073,TPAKDBW7,8c5377y04a400128553a,Caleb,Medina,West Samantha,48506,kilogram,kg,2023-04-14 00:36:15,2023-04-14 00:39:37
